scenario_id,tier,cell,delta_latency_ms,delta_tokens,z_latency,z_tokens,security_tax,band
M-030,medium,V-only,2083.813,824.8,1.003,0.6806,0.8418,adaptive-governance
M-031,medium,V-only,1648.971,703.8,0.587,0.4281,0.5076,adaptive-governance
M-032,medium,V-only,2226.365,970.8,1.1394,0.9852,1.0623,adaptive-governance
M-033,medium,V-only,1852.849,772.8,0.7821,0.5721,0.6771,adaptive-governance
M-034,medium,V-only,1736.986,698.8,0.6712,0.4177,0.5444,adaptive-governance
M-035,medium,V-only,2472.016,1093.8,1.3745,1.2418,1.3081,adaptive-governance
M-036,medium,V-only,1883.266,869.8,0.8112,0.7745,0.7928,adaptive-governance
M-037,medium,V-only,2069.763,803.8,0.9896,0.6367,0.8132,adaptive-governance
M-038,medium,V-only,1986.0,953.8,0.9095,0.9497,0.9296,adaptive-governance
M-039,medium,V-only,1692.794,788.8,0.6289,0.6054,0.6172,adaptive-governance
M-040,medium,V-only,2354.024,944.8,1.2616,0.9309,1.0963,adaptive-governance
M-041,medium,V-only,2072.335,896.8,0.9921,0.8308,0.9114,adaptive-governance
M-042,medium,V-only,2092.367,988.8,1.0112,1.0227,1.017,adaptive-governance
M-043,medium,V-only,2559.473,1125.8,1.4581,1.3086,1.3834,adaptive-governance
M-044,medium,V-only,2280.413,1012.8,1.1911,1.0728,1.132,adaptive-governance
M-000,medium,G-only,0.535,-7.2,-0.9901,-1.0554,-1.0228,full-governance
M-001,medium,G-only,34.613,77.8,-0.9575,-0.878,-0.9178,full-governance
M-002,medium,G-only,-74.658,-60.2,-1.0621,-1.166,-1.114,full-governance
M-003,medium,G-only,-3.806,72.8,-0.9943,-0.8885,-0.9414,full-governance
M-004,medium,G-only,135.64,85.8,-0.8609,-0.8613,-0.8611,full-governance
M-005,medium,G-only,-26.657,57.8,-1.0162,-0.9198,-0.968,full-governance
M-006,medium,G-only,57.559,195.8,-0.9356,-0.6318,-0.7837,full-governance
M-007,medium,G-only,-56.014,9.8,-1.0442,-1.0199,-1.0321,full-governance
M-008,medium,G-only,138.667,139.8,-0.858,-0.7487,-0.8033,full-governance
M-009,medium,G-only,27.643,133.8,-0.9642,-0.7612,-0.8627,full-governance
M-010,medium,G-only,86.402,94.8,-0.908,-0.8426,-0.8753,full-governance
M-011,medium,G-only,7.256,-5.2,-0.9837,-1.0512,-1.0175,full-governance
M-012,medium,G-only,42.475,35.8,-0.95,-0.9657,-0.9578,full-governance
M-013,medium,G-only,158.451,227.8,-0.8391,-0.5651,-0.7021,full-governance
M-014,medium,G-only,93.599,146.8,-0.9011,-0.7341,-0.8176,full-governance
M-015,medium,G-only,-181.682,-143.2,-1.1645,-1.3391,-1.2518,full-governance
M-016,medium,G-only,53.493,93.8,-0.9395,-0.8446,-0.8921,full-governance
M-017,medium,G-only,-30.194,86.8,-1.0195,-0.8593,-0.9394,full-governance
M-018,medium,G-only,62.66,71.8,-0.9307,-0.8906,-0.9106,full-governance
M-019,medium,G-only,112.092,2.8,-0.8834,-1.0345,-0.959,full-governance
M-020,medium,G-only,34.123,152.8,-0.958,-0.7215,-0.8398,full-governance
M-021,medium,G-only,99.971,132.8,-0.895,-0.7633,-0.8291,full-governance
M-022,medium,G-only,-19.326,65.8,-1.0091,-0.9031,-0.9561,full-governance
M-023,medium,G-only,-57.245,-6.2,-1.0454,-1.0533,-1.0494,full-governance
M-024,medium,G-only,27.411,105.8,-0.9644,-0.8196,-0.892,full-governance
M-025,medium,G-only,11.616,168.8,-0.9795,-0.6882,-0.8339,full-governance
M-026,medium,G-only,21.709,17.8,-0.9699,-1.0032,-0.9866,full-governance
M-027,medium,G-only,-21.635,5.8,-1.0114,-1.0283,-1.0198,full-governance
M-028,medium,G-only,-61.64,149.8,-1.0496,-0.7278,-0.8887,full-governance
M-029,medium,G-only,-33.744,98.8,-1.0229,-0.8342,-0.9286,full-governance
M-030,medium,G-only,80.731,25.8,-0.9134,-0.9865,-0.95,full-governance
M-031,medium,G-only,-61.948,6.8,-1.0499,-1.0262,-1.038,full-governance
M-032,medium,G-only,104.734,149.8,-0.8905,-0.7278,-0.8091,full-governance
M-033,medium,G-only,-105.694,-27.2,-1.0918,-1.0971,-1.0944,full-governance
M-034,medium,G-only,-80.477,-63.2,-1.0677,-1.1722,-1.1199,full-governance
M-035,medium,G-only,56.89,133.8,-0.9362,-0.7612,-0.8487,full-governance
M-036,medium,G-only,17.542,45.8,-0.9739,-0.9448,-0.9593,full-governance
M-037,medium,G-only,-109.315,-31.2,-1.0952,-1.1055,-1.1004,full-governance
M-038,medium,G-only,96.871,183.8,-0.898,-0.6569,-0.7774,full-governance
M-039,medium,G-only,113.334,150.8,-0.8822,-0.7257,-0.804,full-governance
M-040,medium,G-only,48.034,63.8,-0.9447,-0.9072,-0.926,full-governance
M-041,medium,G-only,-85.519,14.8,-1.0725,-1.0095,-1.041,full-governance
M-042,medium,G-only,109.882,172.8,-0.8855,-0.6798,-0.7827,full-governance
M-043,medium,G-only,112.461,125.8,-0.8831,-0.7779,-0.8305,full-governance
M-044,medium,G-only,8.156,75.8,-0.9829,-0.8822,-0.9325,full-governance
M-000,medium,Full,2190.552,1040.8,1.1052,1.1312,1.1182,adaptive-governance
M-001,medium,Full,2189.363,1054.8,1.104,1.1604,1.1322,adaptive-governance
M-002,medium,Full,1741.039,802.8,0.6751,0.6347,0.6549,adaptive-governance
M-003,medium,Full,2533.02,1166.8,1.4328,1.3941,1.4135,adaptive-governance
M-004,medium,Full,2509.393,1151.8,1.4102,1.3628,1.3865,adaptive-governance
M-005,medium,Full,1477.435,805.8,0.4229,0.6409,0.5319,adaptive-governance
M-006,medium,Full,2106.085,1184.8,1.0244,1.4317,1.228,adaptive-governance
M-007,medium,Full,1652.674,859.8,0.5906,0.7536,0.6721,adaptive-governance
M-008,medium,Full,2511.823,1269.8,1.4126,1.609,1.5108,minimal-governance
M-009,medium,Full,1996.324,1023.8,0.9193,1.0958,1.0076,adaptive-governance
M-010,medium,Full,2038.689,1007.8,0.9599,1.0624,1.0111,adaptive-governance
M-011,medium,Full,1989.348,941.8,0.9127,0.9247,0.9187,adaptive-governance
M-012,medium,Full,1948.573,958.8,0.8737,0.9601,0.9169,adaptive-governance
M-013,medium,Full,2188.061,1175.8,1.1028,1.4129,1.2578,adaptive-governance
M-014,medium,Full,2115.069,1109.8,1.033,1.2752,1.1541,adaptive-governance
M-015,medium,Full,1829.499,747.8,0.7597,0.5199,0.6398,adaptive-governance
M-016,medium,Full,1849.461,914.8,0.7788,0.8683,0.8236,adaptive-governance
M-017,medium,Full,2126.396,1086.8,1.0438,1.2272,1.1355,adaptive-governance
M-018,medium,Full,2067.157,1041.8,0.9871,1.1333,1.0602,adaptive-governance
M-019,medium,Full,1984.78,884.8,0.9083,0.8057,0.857,adaptive-governance
M-020,medium,Full,1882.43,1030.8,0.8104,1.1104,0.9604,adaptive-governance
M-021,medium,Full,2265.542,1123.8,1.1769,1.3044,1.2407,adaptive-governance
M-022,medium,Full,2301.422,1106.8,1.2112,1.2689,1.2401,adaptive-governance
M-023,medium,Full,2139.09,1007.8,1.0559,1.0624,1.0592,adaptive-governance
M-024,medium,Full,2054.218,1094.8,0.9747,1.2439,1.1093,adaptive-governance
M-025,medium,Full,1706.171,965.8,0.6417,0.9748,0.8082,adaptive-governance
M-026,medium,Full,1916.529,919.8,0.843,0.8788,0.8609,adaptive-governance
M-027,medium,Full,2425.891,1125.8,1.3303,1.3086,1.3195,adaptive-governance
M-028,medium,Full,2181.742,1214.8,1.0967,1.4943,1.2955,adaptive-governance
M-029,medium,Full,2101.992,1066.8,1.0204,1.1855,1.103,adaptive-governance
M-030,medium,Full,2125.813,968.8,1.0432,0.981,1.0121,adaptive-governance
M-031,medium,Full,1690.971,847.8,0.6272,0.7285,0.6779,adaptive-governance
M-032,medium,Full,2268.365,1114.8,1.1796,1.2856,1.2326,adaptive-governance
M-033,medium,Full,1894.849,916.8,0.8223,0.8725,0.8474,adaptive-governance
M-034,medium,Full,1778.986,842.8,0.7114,0.7181,0.7148,adaptive-governance
M-035,medium,Full,2514.016,1237.8,1.4146,1.5423,1.4785,adaptive-governance
M-036,medium,Full,1925.266,1013.8,0.8514,1.0749,0.9631,adaptive-governance
M-037,medium,Full,2111.763,947.8,1.0298,0.9372,0.9835,adaptive-governance
M-038,medium,Full,2028.0,1097.8,0.9496,1.2502,1.0999,adaptive-governance
M-039,medium,Full,1734.794,932.8,0.6691,0.9059,0.7875,adaptive-governance
M-040,medium,Full,2396.024,1088.8,1.3018,1.2314,1.2666,adaptive-governance
M-041,medium,Full,2114.335,1040.8,1.0323,1.1312,1.0817,adaptive-governance
M-042,medium,Full,2134.367,1132.8,1.0514,1.3232,1.1873,adaptive-governance
M-043,medium,Full,2601.473,1269.8,1.4983,1.609,1.5537,minimal-governance
M-044,medium,Full,2322.413,1156.8,1.2313,1.3733,1.3023,adaptive-governance
