scenario_id,tier,cell,validation,governance,latency_ms,tokens,correct,confidence,rubric_composite,n_detected,n_injected,validator_iterations,audit_intact,measured_latency_ms,measured_governance_ms,measured_worker_ms,measured_validator_ms,measured_policy_ms,measured_audit_ms,measured_redaction_ms,measured_queue_ms,n_true_positive,n_false_positive,n_claims,governed_events,anchored_workers,peer_bias_exposure,entities_redacted
L-011,low,V-only,1,0,2241.964,1643,1,0.7205,0.79,2,1,4,1,1.740503,0.0,1.46411,0.276393,0.0,0.0,0.0,0.0,1,1,5,0,0,9,0
L-012,low,V-only,1,0,2424.467,1922,0,0.5279,0.4,1,1,4,1,0.922058,0.0,0.780358,0.1417,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-013,low,V-only,1,0,2729.397,1952,0,0.55,0.49,1,1,4,1,1.617641,0.0,1.173336,0.444305,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-014,low,V-only,1,0,2532.595,1825,0,0.6666,0.22,0,1,4,1,1.38668,0.0,1.133376,0.253304,0.0,0.0,0.0,0.0,0,0,5,0,0,9,0
L-015,low,V-only,1,0,2692.715,1782,1,0.5,0.97,1,1,4,1,2.47271,0.0,2.088405,0.384305,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-016,low,V-only,1,0,3117.65,2060,1,0.5701,0.91,1,1,4,1,1.186266,0.0,0.98882,0.197446,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-017,low,V-only,1,0,2285.667,1612,1,0.5298,0.91,1,1,4,1,2.280781,0.0,1.616419,0.664362,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-018,low,V-only,1,0,2456.053,1834,1,0.613,0.94,1,1,4,1,2.010601,0.0,1.592302,0.418299,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-019,low,V-only,1,0,2786.246,1802,0,0.5528,0.46,1,1,4,1,1.121509,0.0,0.963622,0.157887,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-020,low,V-only,1,0,2916.686,2108,1,0.5,0.97,1,1,4,1,2.235023,0.0,1.909286,0.325737,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-021,low,V-only,1,0,2457.487,1781,1,0.5811,0.91,1,1,4,1,2.187754,0.0,1.839963,0.347791,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-022,low,V-only,1,0,2504.985,1795,0,0.6257,0.46,1,1,4,1,4.241337,0.0,3.996221,0.245116,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-023,low,V-only,1,0,2385.9,1587,0,0.55,0.49,1,1,4,1,14.219749,0.0,13.943134,0.276615,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-024,low,V-only,1,0,2516.611,1688,0,0.6727,0.19,0,1,4,1,1.91642,0.0,1.687285,0.229135,0.0,0.0,0.0,0.0,0,0,5,0,1,9,0
L-025,low,V-only,1,0,3142.35,2070,1,0.5777,0.91,1,1,4,1,1.422268,0.0,1.132345,0.289923,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-026,low,V-only,1,0,2489.033,1685,0,0.6785,0.16,0,1,4,1,1.054477,0.0,0.845935,0.208542,0.0,0.0,0.0,0.0,0,0,5,0,1,9,0
L-027,low,V-only,1,0,2944.038,1954,1,0.5429,0.94,1,1,4,1,0.82789,0.0,0.704875,0.123015,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-028,low,V-only,1,0,2879.18,1967,1,0.5249,0.91,1,1,4,1,1.014347,0.0,0.813146,0.201201,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-029,low,V-only,1,0,2537.234,2030,0,0.5249,0.46,1,1,4,1,1.294805,0.0,1.069039,0.225766,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-030,low,V-only,1,0,2421.954,1746,0,0.5528,0.46,1,1,4,1,1.219965,0.0,0.997743,0.222222,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-031,low,V-only,1,0,2573.352,1856,0,0.6631,0.49,1,1,4,1,2.198139,0.0,1.94468,0.253459,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-032,low,V-only,1,0,2570.892,1830,1,0.613,0.97,1,1,4,1,1.400959,0.0,1.114939,0.28602,0.0,0.0,0.0,0.0,1,0,5,0,2,9,0
L-033,low,V-only,1,0,2616.937,1686,0,0.6289,0.19,0,1,4,1,1.822215,0.0,1.618322,0.203893,0.0,0.0,0.0,0.0,0,0,5,0,0,9,0
L-034,low,V-only,1,0,2945.809,2056,0,0.6843,0.19,0,1,4,1,1.05701,0.0,0.89607,0.16094,0.0,0.0,0.0,0.0,0,0,5,0,1,9,0
L-035,low,V-only,1,0,2668.896,1887,1,0.6631,0.94,1,1,4,1,1.386814,0.0,1.043451,0.343363,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-036,low,V-only,1,0,2404.963,1823,0,0.785,0.19,0,1,4,1,0.933277,0.0,0.739939,0.193338,0.0,0.0,0.0,0.0,0,0,5,0,0,9,0
L-037,low,V-only,1,0,2522.72,1600,0,0.55,0.49,1,1,4,1,1.424531,0.0,1.085093,0.339438,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-038,low,V-only,1,0,2518.429,1687,1,0.5492,0.88,1,1,4,1,1.292643,0.0,1.112865,0.179778,0.0,0.0,0.0,0.0,1,0,5,0,0,9,0
L-039,low,V-only,1,0,2664.827,1744,1,0.5564,0.94,1,1,4,1,0.848037,0.0,0.598966,0.249071,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-040,low,V-only,1,0,2338.942,1593,1,0.7406,0.97,1,1,4,1,0.967126,0.0,0.792045,0.175081,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-041,low,V-only,1,0,2899.396,2036,0,0.5915,0.49,1,1,4,1,0.908261,0.0,0.758435,0.149826,0.0,0.0,0.0,0.0,1,0,5,0,1,9,0
L-042,low,V-only,1,0,2750.164,1851,0,0.6858,0.16,0,1,4,1,0.948817,0.0,0.750002,0.198815,0.0,0.0,0.0,0.0,0,0,5,0,0,9,0
L-043,low,V-only,1,0,2516.538,1687,0,0.6385,0.19,0,1,4,1,1.382721,0.0,1.067338,0.315383,0.0,0.0,0.0,0.0,0,0,5,0,0,9,0
L-044,low,V-only,1,0,2519.374,1706,0,0.6666,0.22,0,1,4,1,1.679042,0.0,1.498712,0.18033,0.0,0.0,0.0,0.0,0,0,5,0,1,9,0
M-000,medium,V-only,1,0,2725.26,1953,1,0.75,0.9625,2,2,4,1,1.430097,0.0,1.209079,0.221018,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-001,medium,V-only,1,0,2724.071,1967,1,0.7293,0.925,2,2,4,1,2.168617,0.0,1.853854,0.314763,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-002,medium,V-only,1,0,2275.747,1715,1,0.598,0.775,1,2,4,1,1.364653,0.0,0.974779,0.389874,0.0,0.0,0.0,0.0,1,0,8,0,2,14,0
M-003,medium,V-only,1,0,3067.728,2079,1,0.6763,0.9062,2,2,4,1,1.381689,0.0,1.230431,0.151258,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-004,medium,V-only,1,0,3044.101,2064,1,0.7425,0.925,2,2,4,1,1.18378,0.0,0.94273,0.24105,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-005,medium,V-only,1,0,2012.143,1718,1,0.6076,0.6625,0,2,4,1,2.500732,0.0,1.813253,0.687479,0.0,0.0,0.0,0.0,0,0,8,0,0,14,0
M-006,medium,V-only,1,0,2640.793,2097,1,0.7369,0.9437,2,2,4,1,2.403968,0.0,1.425232,0.978736,0.0,0.0,0.0,0.0,2,0,8,0,2,14,0
M-007,medium,V-only,1,0,2187.382,1772,1,0.7563,0.925,2,2,4,1,1.948096,0.0,1.538804,0.409292,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-008,medium,V-only,1,0,3046.531,2182,1,0.6054,0.775,1,2,4,1,1.582959,0.0,1.243461,0.339498,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-009,medium,V-only,1,0,2531.032,1936,1,0.7451,0.7937,1,2,4,1,2.573241,0.0,2.059022,0.514219,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-010,medium,V-only,1,0,2573.397,1920,1,0.7268,0.925,2,2,4,1,2.687341,0.0,2.443135,0.244206,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-011,medium,V-only,1,0,2524.056,1854,1,0.7369,0.9437,2,2,4,1,1.360955,0.0,1.020146,0.340809,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-012,medium,V-only,1,0,2483.281,1871,1,0.7631,0.925,2,2,4,1,2.24658,0.0,2.107945,0.138635,0.0,0.0,0.0,0.0,2,0,8,0,2,14,0
M-013,medium,V-only,1,0,2722.769,2088,1,0.6353,0.775,1,2,4,1,1.142574,0.0,0.730233,0.412341,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-014,medium,V-only,1,0,2649.777,2022,1,0.7013,0.925,2,2,4,1,1.672353,0.0,1.175318,0.497035,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-015,medium,V-only,1,0,2364.207,1660,1,0.75,0.9062,2,2,4,1,1.623029,0.0,1.110642,0.512387,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-016,medium,V-only,1,0,2384.169,1827,1,0.7904,0.9625,2,2,4,1,3.714436,0.0,2.41972,1.294716,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-017,medium,V-only,1,0,2661.104,1999,1,0.5669,0.7937,1,2,4,1,2.55214,0.0,2.066392,0.485748,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-018,medium,V-only,1,0,2601.865,1954,1,0.7091,0.7937,1,2,4,1,1.863379,0.0,1.638181,0.225198,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-019,medium,V-only,1,0,2519.488,1797,1,0.7359,0.925,2,2,4,1,1.967641,0.0,1.813983,0.153658,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-020,medium,V-only,1,0,2417.138,1943,1,0.6729,0.8125,1,2,4,1,0.976533,0.0,0.709282,0.267251,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-021,medium,V-only,1,0,2800.25,2036,1,0.8523,0.9437,2,2,4,1,1.451203,0.0,1.300375,0.150828,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-022,medium,V-only,1,0,2836.13,2019,1,0.659,0.925,2,2,4,1,0.930393,0.0,0.697124,0.233269,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-023,medium,V-only,1,0,2673.798,1920,0,0.536,0.3625,1,2,4,1,0.808128,0.0,0.670793,0.137335,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-024,medium,V-only,1,0,2588.926,2007,1,0.775,0.9437,2,2,4,1,1.264012,0.0,1.128328,0.135684,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-025,medium,V-only,1,0,2240.879,1878,1,0.8611,0.85,3,2,4,1,1.845779,0.0,1.725883,0.119896,0.0,0.0,0.0,0.0,2,1,8,0,1,14,0
M-026,medium,V-only,1,0,2451.237,1832,1,0.7432,0.9437,2,2,4,1,1.030491,0.0,0.910623,0.119868,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-027,medium,V-only,1,0,2960.599,2038,1,0.7029,0.925,2,2,4,1,0.943142,0.0,0.818715,0.124427,0.0,0.0,0.0,0.0,2,0,8,0,2,14,0
M-028,medium,V-only,1,0,2716.45,2127,1,0.734,0.925,2,2,4,1,0.985015,0.0,0.756281,0.228734,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-029,medium,V-only,1,0,2636.7,1979,1,0.6887,0.8125,1,2,4,1,1.268295,0.0,0.907727,0.360568,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-030,medium,V-only,1,0,2660.521,1881,1,0.6752,0.925,2,2,4,1,1.585831,0.0,1.194457,0.391374,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-031,medium,V-only,1,0,2225.679,1760,1,0.8155,0.8875,2,2,4,1,2.160264,0.0,1.874305,0.285959,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-032,medium,V-only,1,0,2803.073,2027,1,0.7756,0.7937,1,2,4,1,1.350579,0.0,0.994658,0.355921,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-033,medium,V-only,1,0,2429.557,1829,1,0.7631,0.925,2,2,4,1,1.606215,0.0,1.229761,0.376454,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-034,medium,V-only,1,0,2313.694,1755,1,0.6624,0.7375,1,2,4,1,1.366974,0.0,1.105453,0.261521,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-035,medium,V-only,1,0,3048.724,2150,1,0.6729,0.8125,1,2,4,1,1.128761,0.0,0.900678,0.228083,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-036,medium,V-only,1,0,2459.974,1926,1,0.663,0.775,1,2,4,1,1.178225,0.0,0.9163,0.261925,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-037,medium,V-only,1,0,2646.471,1860,1,0.6305,0.775,1,2,4,1,1.110281,0.0,0.698566,0.411715,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-038,medium,V-only,1,0,2562.708,2010,1,0.6289,0.775,1,2,4,1,0.870913,0.0,0.666406,0.204507,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-039,medium,V-only,1,0,2269.502,1845,1,0.7432,0.9437,2,2,4,1,0.904924,0.0,0.702021,0.202903,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-040,medium,V-only,1,0,2930.732,2001,1,0.6718,0.7562,1,2,4,1,1.557812,0.0,1.342669,0.215143,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-041,medium,V-only,1,0,2649.043,1953,1,0.8176,0.9062,2,2,4,1,1.126797,0.0,0.724995,0.401802,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-042,medium,V-only,1,0,2669.075,2045,1,0.733,0.9437,2,2,4,1,0.924674,0.0,0.679597,0.245077,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-043,medium,V-only,1,0,3136.181,2182,1,0.6678,0.775,1,2,4,1,1.414805,0.0,0.918694,0.496111,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-044,medium,V-only,1,0,2857.121,2069,1,0.5,0.625,0,2,4,1,1.24249,0.0,0.991714,0.250776,0.0,0.0,0.0,0.0,0,0,8,0,2,14,0
H-000,high,V-only,1,0,3174.021,2214,1,0.7126,0.8455,2,3,4,1,1.071272,0.0,0.834939,0.236333,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-001,high,V-only,1,0,2852.155,2210,1,0.6639,0.8318,2,3,4,1,1.861366,0.0,1.468858,0.392508,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-002,high,V-only,1,0,2459.677,2047,1,0.6379,0.8318,2,3,4,1,1.182028,0.0,0.957784,0.224244,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-003,high,V-only,1,0,2405.336,1913,1,0.6428,0.8773,3,3,4,1,2.287334,0.0,1.775758,0.511576,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-004,high,V-only,1,0,2623.021,2175,1,0.5388,0.8455,2,3,4,1,5.152683,0.0,4.591291,0.561392,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-005,high,V-only,1,0,2716.643,2047,1,0.7286,0.9318,3,3,4,1,1.552261,0.0,1.168219,0.384042,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-006,high,V-only,1,0,2467.529,1862,0,0.5006,0.3273,2,3,4,1,1.068971,0.0,0.902832,0.166139,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-007,high,V-only,1,0,2750.202,2154,1,0.7037,0.9318,3,3,4,1,1.052533,0.0,0.649141,0.403392,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-008,high,V-only,1,0,2641.81,1967,1,0.7139,0.9455,3,3,4,1,1.091572,0.0,0.825606,0.265966,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-009,high,V-only,1,0,3007.665,2331,1,0.5538,0.6909,1,3,4,1,32.07012,0.0,31.755479,0.314641,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-010,high,V-only,1,0,2524.779,1888,1,0.6388,0.8045,2,3,4,1,1.607537,0.0,1.265845,0.341692,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-011,high,V-only,1,0,2662.334,1966,1,0.7084,0.9318,3,3,4,1,1.510022,0.0,1.006046,0.503976,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-012,high,V-only,1,0,2988.575,2215,1,0.6065,0.7045,1,3,4,1,2.093813,0.0,1.823258,0.270555,0.0,0.0,0.0,0.0,1,0,11,0,1,19,0
H-013,high,V-only,1,0,2626.873,2041,1,0.6533,0.9318,3,3,4,1,1.066118,0.0,0.657064,0.409054,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-014,high,V-only,1,0,2944.877,2157,1,0.6166,0.8182,2,3,4,1,0.935507,0.0,0.653406,0.282101,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-015,high,V-only,1,0,2430.672,1829,1,0.6087,0.8045,2,3,4,1,0.896922,0.0,0.570463,0.326459,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-016,high,V-only,1,0,2529.983,1851,1,0.8065,0.9045,3,3,4,1,1.874917,0.0,1.606864,0.268053,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-017,high,V-only,1,0,2637.494,2126,1,0.5,0.7182,1,3,4,1,0.732517,0.0,0.387821,0.344696,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-018,high,V-only,1,0,2754.539,2291,1,0.5869,0.8182,2,3,4,1,1.548144,0.0,1.171322,0.376822,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-019,high,V-only,1,0,2270.294,1856,1,0.552,0.8045,2,3,4,1,1.82928,0.0,1.487177,0.342103,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-020,high,V-only,1,0,2273.336,1776,0,0.6166,0.2545,1,3,4,1,1.3639,0.0,0.930413,0.433487,0.0,0.0,0.0,0.0,1,0,11,0,1,19,0
H-021,high,V-only,1,0,2666.437,2208,1,0.6201,0.8045,2,3,4,1,1.398553,0.0,0.872305,0.526248,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-022,high,V-only,1,0,3037.492,2104,1,0.6949,0.9182,3,3,4,1,1.595179,0.0,1.384964,0.210215,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-023,high,V-only,1,0,2775.772,1974,1,0.5852,0.8318,2,3,4,1,1.744632,0.0,1.317322,0.42731,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-024,high,V-only,1,0,2846.183,2279,1,0.7043,0.9591,3,3,4,1,1.739174,0.0,1.457822,0.281352,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-025,high,V-only,1,0,2416.465,1866,1,0.5944,0.8455,2,3,4,1,2.638007,0.0,2.307973,0.330034,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-026,high,V-only,1,0,2505.902,1911,1,0.6956,0.7545,3,3,4,1,2.373444,0.0,1.410622,0.962822,0.0,0.0,0.0,0.0,2,1,11,0,1,19,0
H-027,high,V-only,1,0,2517.292,1999,1,0.7,0.9591,3,3,4,1,11.034631,0.0,10.693682,0.340949,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-028,high,V-only,1,0,2535.737,1990,1,0.6558,0.8455,2,3,4,1,5.142827,0.0,4.953732,0.189095,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-029,high,V-only,1,0,2785.904,2105,1,0.5682,0.8045,2,3,4,1,2.827052,0.0,2.291719,0.535333,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-030,high,V-only,1,0,2501.12,2019,1,0.5617,0.8318,2,3,4,1,2.563266,0.0,2.058931,0.504335,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-031,high,V-only,1,0,2846.44,2069,1,0.6826,0.8455,2,3,4,1,2.700069,0.0,2.420712,0.279357,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-032,high,V-only,1,0,2575.138,2002,1,0.5682,0.7182,1,3,4,1,1.26441,0.0,0.859966,0.404444,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-033,high,V-only,1,0,2434.038,2033,1,0.6749,0.9318,3,3,4,1,2.234195,0.0,1.754877,0.479318,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-034,high,V-only,1,0,2753.095,2104,1,0.72,0.9455,3,3,4,1,1.331853,0.0,0.893057,0.438796,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-035,high,V-only,1,0,2866.453,2159,1,0.6274,0.7909,2,3,4,1,1.103031,0.0,0.823543,0.279488,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-036,high,V-only,1,0,2547.99,2024,1,0.5564,0.8182,2,3,4,1,1.682788,0.0,1.488147,0.194641,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-037,high,V-only,1,0,2831.348,2075,1,0.5695,0.8045,2,3,4,1,1.278965,0.0,0.958045,0.32092,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-038,high,V-only,1,0,2663.847,2151,1,0.6329,0.8318,2,3,4,1,1.026096,0.0,0.703634,0.322462,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-039,high,V-only,1,0,2676.453,2077,0,0.5314,0.2818,1,3,4,1,1.013646,0.0,0.759316,0.25433,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-040,high,V-only,1,0,2813.491,2272,1,0.5869,0.8182,2,3,4,1,1.183311,0.0,0.896682,0.286629,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-041,high,V-only,1,0,2508.19,2069,0,0.6316,0.1545,0,3,4,1,1.086917,0.0,0.750765,0.336152,0.0,0.0,0.0,0.0,0,0,11,0,1,19,0
H-042,high,V-only,1,0,2949.792,2339,1,0.7661,0.9182,3,3,4,1,11.533171,0.0,2.742464,8.790707,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-043,high,V-only,1,0,2761.681,2083,1,0.5662,0.7909,2,3,4,1,1.963008,0.0,1.480295,0.482713,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-044,high,V-only,1,0,2454.269,2094,1,0.6173,0.7909,2,3,4,1,0.961199,0.0,0.748291,0.212908,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
L-000,low,G-only,0,1,683.544,1204,0,0.5,0.16,0,1,0,1,3.535012,0.62088,2.914132,0.0,0.158577,0.251707,0.104297,0.028073,0,0,5,6,0,0,9
L-001,low,G-only,0,1,670.242,1181,0,0.5,0.16,0,1,0,1,2.031492,0.742794,1.288698,0.0,0.189155,0.242161,0.141362,0.037454,0,0,5,6,0,0,9
L-002,low,G-only,0,1,487.459,976,0,0.5,0.16,0,1,0,1,1.963456,0.277763,1.685693,0.0,0.060973,0.113059,0.047571,0.01323,0,0,5,6,0,0,9
L-003,low,G-only,0,1,618.593,938,0,0.5,0.19,0,1,0,1,1.822149,0.342925,1.479224,0.0,0.072328,0.143023,0.061782,0.016256,0,0,5,6,0,0,9
L-004,low,G-only,0,1,489.18,969,0,0.5,0.19,0,1,0,1,1.798612,0.486358,1.312254,0.0,0.091525,0.204848,0.105959,0.019285,0,0,5,6,0,0,9
L-005,low,G-only,0,1,691.289,1115,0,0.5,0.13,0,1,0,1,1.741748,0.362113,1.379635,0.0,0.088813,0.113251,0.077956,0.018457,0,0,5,6,0,0,9
L-006,low,G-only,0,1,658.796,1105,0,0.5,0.16,0,1,0,1,1.405135,0.509825,0.89531,0.0,0.116676,0.238628,0.073078,0.022665,0,0,5,6,0,0,9
L-007,low,G-only,0,1,557.83,1008,0,0.5,0.22,0,1,0,1,1.194929,0.211146,0.983783,0.0,0.05434,0.084927,0.031909,0.010718,0,0,5,6,0,0,9
L-008,low,G-only,0,1,651.346,1050,0,0.5,0.16,0,1,0,1,1.383049,0.415742,0.967307,0.0,0.100449,0.161442,0.061632,0.021862,0,0,5,6,0,0,9
L-009,low,G-only,0,1,691.27,1206,0,0.5,0.19,0,1,0,1,1.565763,0.543843,1.02192,0.0,0.114372,0.171026,0.15494,0.023296,0,0,5,6,0,0,9
L-010,low,G-only,0,1,639.149,1104,0,0.5,0.19,0,1,0,1,1.185365,0.590485,0.59488,0.0,0.1552,0.226418,0.06566,0.02888,0,0,5,6,0,0,9
L-011,low,G-only,0,1,438.312,920,0,0.5,0.19,0,1,0,1,1.206724,0.489872,0.716852,0.0,0.160481,0.148681,0.086579,0.02101,0,0,5,6,0,0,9
L-012,low,G-only,0,1,624.695,1183,0,0.5,0.1,0,1,0,1,2.329123,0.787036,1.542087,0.0,0.182352,0.239646,0.101531,0.066421,0,0,5,6,0,0,9
L-013,low,G-only,0,1,706.012,1147,0,0.5,0.19,0,1,0,1,1.70215,0.258539,1.443611,0.0,0.056626,0.103425,0.046729,0.011937,0,0,5,6,0,0,9
L-014,low,G-only,0,1,463.357,962,0,0.5,0.22,0,1,0,1,1.103891,0.370574,0.733317,0.0,0.084988,0.1404,0.068562,0.017917,0,0,5,6,0,0,9
L-015,low,G-only,0,1,651.144,938,0,0.5,0.22,0,1,0,1,1.205965,0.300309,0.905656,0.0,0.057354,0.11942,0.048244,0.012647,0,0,5,6,0,0,9
L-016,low,G-only,0,1,745.651,1161,0,0.5,0.16,0,1,0,1,1.851772,0.46754,1.384232,0.0,0.14713,0.146508,0.085459,0.020558,0,0,5,6,0,0,9
L-017,low,G-only,0,1,561.679,964,0,0.5,0.16,0,1,0,1,2.287153,0.465888,1.821265,0.0,0.112808,0.172728,0.063425,0.02622,0,0,5,6,0,0,9
L-018,low,G-only,0,1,563.446,1082,0,0.5,0.19,0,1,0,1,1.350692,0.326229,1.024463,0.0,0.086512,0.107051,0.044316,0.020482,0,0,5,6,0,0,9
L-019,low,G-only,0,1,574.527,988,0,0.5,0.16,0,1,0,1,1.65872,0.331635,1.327085,0.0,0.08643,0.122813,0.043024,0.018517,0,0,5,6,0,0,9
L-020,low,G-only,0,1,666.638,1212,0,0.5,0.22,0,1,0,1,1.437652,0.591396,0.846256,0.0,0.23991,0.14589,0.133598,0.015481,0,0,5,6,0,0,9
L-021,low,G-only,0,1,557.598,1022,0,0.5,0.16,0,1,0,1,1.620676,0.4205,1.200176,0.0,0.080201,0.129964,0.065577,0.068176,0,0,5,6,0,0,9
L-022,low,G-only,0,1,535.998,1019,0,0.5,0.16,0,1,0,1,1.11473,0.183846,0.930884,0.0,0.043245,0.072369,0.030245,0.009306,0,0,5,6,0,0,9
L-023,low,G-only,0,1,366.87,799,0,0.5,0.19,0,1,0,1,1.253166,0.558006,0.69516,0.0,0.057755,0.402132,0.043766,0.013859,0,0,5,6,0,0,9
L-024,low,G-only,0,1,456.591,895,0,0.5,0.19,0,1,0,1,1.712675,0.70725,1.005425,0.0,0.143664,0.250236,0.094792,0.124907,0,0,5,6,0,0,9
L-025,low,G-only,0,1,489.018,1073,0,0.5,0.16,0,1,0,1,1.30959,0.269734,1.039856,0.0,0.064046,0.094943,0.064656,0.010544,0,0,5,6,0,0,9
L-026,low,G-only,0,1,544.336,906,0,0.5,0.16,0,1,0,1,1.24118,0.354572,0.886608,0.0,0.069425,0.154432,0.064996,0.015764,0,0,5,6,0,0,9
