scenario_id,tier,cell,validation,governance,latency_ms,tokens,correct,confidence,rubric_composite,n_detected,n_injected,validator_iterations,audit_intact,measured_latency_ms,measured_governance_ms,measured_worker_ms,measured_validator_ms,measured_policy_ms,measured_audit_ms,measured_redaction_ms,measured_queue_ms,n_true_positive,n_false_positive,n_claims,governed_events,anchored_workers,peer_bias_exposure,entities_redacted
M-024,medium,V-only,1,0,16047.955,3009,1,0.775,0.9437,2,2,4,1,4839.923467,0.0,4839.08448,0.838987,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-025,medium,V-only,1,0,13689.315,2713,1,0.8611,0.85,3,2,4,1,2603.056278,0.0,2602.597723,0.458555,0.0,0.0,0.0,0.0,2,1,8,0,1,14,0
M-026,medium,V-only,1,0,13700.02,2920,1,0.7432,0.9437,2,2,4,1,3708.6449,0.0,3708.127949,0.516951,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-027,medium,V-only,1,0,12915.784,2954,1,0.7029,0.925,2,2,4,1,3034.024688,0.0,3033.546223,0.478465,0.0,0.0,0.0,0.0,2,0,8,0,2,14,0
M-028,medium,V-only,1,0,12739.094,2977,1,0.734,0.925,2,2,4,1,2739.138495,0.0,2738.568629,0.569866,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-029,medium,V-only,1,0,15168.101,2922,1,0.6887,0.8125,1,2,4,1,5571.364462,0.0,5570.802058,0.562404,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-030,medium,V-only,1,0,15217.361,3047,1,0.6752,0.925,2,2,4,1,2809.778396,0.0,2809.344609,0.433787,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-031,medium,V-only,1,0,14467.179,2909,1,0.8155,0.8875,2,2,4,1,4903.593402,0.0,4902.735387,0.858015,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-032,medium,V-only,1,0,13004.032,2908,1,0.7756,0.7937,1,2,4,1,2894.989485,0.0,2894.51804,0.471445,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-033,medium,V-only,1,0,16150.549,2842,1,0.7631,0.925,2,2,4,1,3603.853331,0.0,3603.423389,0.429942,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-034,medium,V-only,1,0,14283.055,2984,1,0.6624,0.7375,1,2,4,1,3127.573141,0.0,3127.122578,0.450563,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-035,medium,V-only,1,0,13516.295,2922,1,0.6729,0.8125,1,2,4,1,3011.461172,0.0,3010.790652,0.67052,0.0,0.0,0.0,0.0,1,0,8,0,1,14,0
M-036,medium,V-only,1,0,14074.928,2961,1,0.663,0.775,1,2,4,1,2807.903479,0.0,2805.507181,2.396298,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-037,medium,V-only,1,0,13237.271,2883,1,0.6305,0.775,1,2,4,1,3556.916961,0.0,3556.416694,0.500267,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-038,medium,V-only,1,0,14212.914,3089,1,0.6289,0.775,1,2,4,1,3293.269872,0.0,3292.828286,0.441586,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-039,medium,V-only,1,0,12163.023,2964,1,0.7432,0.9437,2,2,4,1,3087.563916,0.0,3086.945858,0.618058,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-040,medium,V-only,1,0,16488.173,2831,1,0.6718,0.7562,1,2,4,1,3080.639965,0.0,3080.229053,0.410912,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-041,medium,V-only,1,0,12637.647,3010,1,0.8176,0.9062,2,2,4,1,3619.633235,0.0,3619.190575,0.44266,0.0,0.0,0.0,0.0,2,0,8,0,1,14,0
M-042,medium,V-only,1,0,14565.907,3026,1,0.733,0.9437,2,2,4,1,4663.763175,0.0,4663.300714,0.462461,0.0,0.0,0.0,0.0,2,0,8,0,0,14,0
M-043,medium,V-only,1,0,14622.073,2996,1,0.6678,0.775,1,2,4,1,4084.519032,0.0,4084.103084,0.415948,0.0,0.0,0.0,0.0,1,0,8,0,0,14,0
M-044,medium,V-only,1,0,12793.336,3100,1,0.5,0.625,0,2,4,1,2899.455595,0.0,2898.490993,0.964602,0.0,0.0,0.0,0.0,0,0,8,0,2,14,0
H-000,high,V-only,1,0,16683.161,3179,1,0.7126,0.8455,2,3,4,1,5952.767304,0.0,5952.312346,0.454958,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-001,high,V-only,1,0,13232.345,3131,1,0.6639,0.8318,2,3,4,1,2945.183765,0.0,2944.493264,0.690501,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-002,high,V-only,1,0,19521.473,3033,1,0.6379,0.8318,2,3,4,1,3073.680824,0.0,3073.272698,0.408126,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-003,high,V-only,1,0,16056.673,3006,1,0.6428,0.8773,3,3,4,1,5540.471803,0.0,5539.532369,0.939434,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-004,high,V-only,1,0,12173.258,3128,1,0.5388,0.8455,2,3,4,1,2757.069039,0.0,2756.555657,0.513382,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-005,high,V-only,1,0,15548.251,3131,1,0.7286,0.9318,3,3,4,1,3033.106885,0.0,3032.671151,0.435734,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-006,high,V-only,1,0,13733.511,3185,0,0.5006,0.3273,2,3,4,1,3394.176854,0.0,3393.205734,0.97112,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-007,high,V-only,1,0,14989.475,3085,1,0.7037,0.9318,3,3,4,1,3081.924293,0.0,3081.384212,0.540081,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-008,high,V-only,1,0,14963.717,3151,1,0.7139,0.9455,3,3,4,1,3524.737949,0.0,3524.058537,0.679412,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-009,high,V-only,1,0,16141.068,3168,1,0.5538,0.6909,1,3,4,1,2975.458456,0.0,2974.655912,0.802544,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-010,high,V-only,1,0,13165.555,3149,1,0.6388,0.8045,2,3,4,1,2947.539083,0.0,2946.941585,0.597498,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-011,high,V-only,1,0,15437.962,3076,1,0.7084,0.9318,3,3,4,1,2944.651466,0.0,2944.084976,0.56649,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-012,high,V-only,1,0,14097.538,3113,1,0.6065,0.7045,1,3,4,1,2933.314655,0.0,2932.678899,0.635756,0.0,0.0,0.0,0.0,1,0,11,0,1,19,0
H-013,high,V-only,1,0,14834.936,3013,1,0.6533,0.9318,3,3,4,1,4657.358612,0.0,4656.604876,0.753736,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-014,high,V-only,1,0,14722.148,3080,1,0.6166,0.8182,2,3,4,1,3187.251025,0.0,3184.544415,2.70661,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-015,high,V-only,1,0,13596.06,3131,1,0.6087,0.8045,2,3,4,1,2867.723916,0.0,2866.865956,0.85796,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-016,high,V-only,1,0,14320.163,3096,1,0.8065,0.9045,3,3,4,1,4875.825295,0.0,4875.287028,0.538267,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-017,high,V-only,1,0,17164.015,3035,1,0.5,0.7182,1,3,4,1,4113.629956,0.0,4112.994497,0.635459,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-018,high,V-only,1,0,12436.287,3160,1,0.5869,0.8182,2,3,4,1,2863.307634,0.0,2862.794742,0.512892,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-019,high,V-only,1,0,12672.202,3051,1,0.552,0.8045,2,3,4,1,2917.026914,0.0,2916.473305,0.553609,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-020,high,V-only,1,0,14595.75,3195,0,0.6166,0.2545,1,3,4,1,3345.417228,0.0,3344.886839,0.530389,0.0,0.0,0.0,0.0,1,0,11,0,1,19,0
H-021,high,V-only,1,0,13432.945,3137,1,0.6201,0.8045,2,3,4,1,2742.229108,0.0,2741.588835,0.640273,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-022,high,V-only,1,0,12360.595,3134,1,0.6949,0.9182,3,3,4,1,3144.331787,0.0,3143.609009,0.722778,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-023,high,V-only,1,0,12228.99,3077,1,0.5852,0.8318,2,3,4,1,2727.855342,0.0,2727.225949,0.629393,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-024,high,V-only,1,0,12767.33,3157,1,0.7043,0.9591,3,3,4,1,3174.405841,0.0,3173.833394,0.572447,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-025,high,V-only,1,0,14010.825,3040,1,0.5944,0.8455,2,3,4,1,2743.814457,0.0,2742.698344,1.116113,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-026,high,V-only,1,0,14041.665,3146,1,0.6956,0.7545,3,3,4,1,3907.091634,0.0,3906.200218,0.891416,0.0,0.0,0.0,0.0,2,1,11,0,1,19,0
H-027,high,V-only,1,0,12392.565,2896,1,0.7,0.9591,3,3,4,1,2664.677309,0.0,2664.102386,0.574923,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-028,high,V-only,1,0,12798.465,3134,1,0.6558,0.8455,2,3,4,1,3832.034765,0.0,3831.49308,0.541685,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-029,high,V-only,1,0,12191.71,3126,1,0.5682,0.8045,2,3,4,1,2783.983883,0.0,2783.481169,0.502714,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-030,high,V-only,1,0,12221.435,3032,1,0.5617,0.8318,2,3,4,1,2711.289668,0.0,2709.913655,1.376013,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-031,high,V-only,1,0,14556.742,3035,1,0.6826,0.8455,2,3,4,1,3524.645486,0.0,3523.688994,0.956492,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-032,high,V-only,1,0,12818.497,3142,1,0.5682,0.7182,1,3,4,1,2936.923624,0.0,2936.353012,0.570612,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-033,high,V-only,1,0,14437.474,2948,1,0.6749,0.9318,3,3,4,1,2608.784318,0.0,2608.227754,0.556564,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-034,high,V-only,1,0,14998.327,3080,1,0.72,0.9455,3,3,4,1,5173.584195,0.0,5173.107285,0.47691,0.0,0.0,0.0,0.0,3,0,11,0,0,19,0
H-035,high,V-only,1,0,13993.793,3124,1,0.6274,0.7909,2,3,4,1,3093.354914,0.0,3092.761094,0.59382,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-036,high,V-only,1,0,15089.968,3123,1,0.5564,0.8182,2,3,4,1,3210.668978,0.0,3209.96532,0.703658,0.0,0.0,0.0,0.0,2,0,11,0,0,19,0
H-037,high,V-only,1,0,13999.371,3107,1,0.5695,0.8045,2,3,4,1,2739.783614,0.0,2739.367526,0.416088,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-038,high,V-only,1,0,13882.63,3092,1,0.6329,0.8318,2,3,4,1,4188.22227,0.0,4187.764472,0.457798,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-039,high,V-only,1,0,16669.985,3119,0,0.5314,0.2818,1,3,4,1,5791.745061,0.0,5790.79326,0.951801,0.0,0.0,0.0,0.0,1,0,11,0,0,19,0
H-040,high,V-only,1,0,14898.618,3192,1,0.5869,0.8182,2,3,4,1,4858.681155,0.0,4858.158658,0.522497,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
H-041,high,V-only,1,0,16067.151,3157,0,0.6316,0.1545,0,3,4,1,4459.922978,0.0,4459.376729,0.546249,0.0,0.0,0.0,0.0,0,0,11,0,1,19,0
H-042,high,V-only,1,0,13872.928,3077,1,0.7661,0.9182,3,3,4,1,4465.4107,0.0,4464.864909,0.545791,0.0,0.0,0.0,0.0,3,0,11,0,1,19,0
H-043,high,V-only,1,0,15866.395,3122,1,0.5662,0.7909,2,3,4,1,4494.532395,0.0,4486.69261,7.839785,0.0,0.0,0.0,0.0,2,0,11,0,2,19,0
H-044,high,V-only,1,0,13250.365,3043,1,0.6173,0.7909,2,3,4,1,2940.604275,0.0,2940.168264,0.436011,0.0,0.0,0.0,0.0,2,0,11,0,1,19,0
L-000,low,G-only,0,1,2971.978,1378,0,0.5,0.16,0,1,0,1,2955.001905,0.322145,2954.67976,0.0,0.093734,0.115886,0.052027,0.019036,0,0,5,6,0,0,9
L-001,low,G-only,0,1,2991.749,1483,0,0.5,0.16,0,1,0,1,2975.416614,1.782536,2973.634078,0.0,0.231223,0.321199,1.019521,0.036425,0,0,5,6,0,0,9
L-002,low,G-only,0,1,3032.219,1284,0,0.5,0.16,0,1,0,1,3016.668558,0.310474,3016.358084,0.0,0.087829,0.116699,0.047148,0.014583,0,0,5,6,0,0,9
L-003,low,G-only,0,1,4191.774,1372,0,0.5,0.19,0,1,0,1,4174.275668,0.572921,4173.702747,0.0,0.151091,0.228311,0.091321,0.025729,0,0,5,6,0,0,9
L-004,low,G-only,0,1,2963.285,1462,0,0.5,0.19,0,1,0,1,2943.845737,0.527188,2943.318549,0.0,0.117319,0.238597,0.085956,0.023314,0,0,5,6,0,0,9
L-005,low,G-only,0,1,4247.434,1397,0,0.5,0.13,0,1,0,1,4228.078261,0.388604,4227.689657,0.0,0.111013,0.144852,0.062651,0.018425,0,0,5,6,0,0,9
L-006,low,G-only,0,1,2823.394,1328,0,0.5,0.16,0,1,0,1,2806.01808,0.613562,2805.404518,0.0,0.137097,0.242125,0.119315,0.026605,0,0,5,6,0,0,9
L-007,low,G-only,0,1,3351.499,1438,0,0.5,0.22,0,1,0,1,3341.999225,3.035728,3338.963497,0.0,0.154764,2.65241,0.117772,0.030957,0,0,5,6,0,0,9
L-008,low,G-only,0,1,2888.423,1345,0,0.5,0.16,0,1,0,1,2874.609546,0.487519,2874.122027,0.0,0.113865,0.206611,0.074648,0.022744,0,0,5,6,0,0,9
L-009,low,G-only,0,1,3070.106,1433,0,0.5,0.19,0,1,0,1,3059.042351,0.848394,3058.193957,0.0,0.233549,0.276402,0.099746,0.029724,0,0,5,6,0,0,9
L-010,low,G-only,0,1,2766.656,1349,0,0.5,0.19,0,1,0,1,2749.927069,0.470414,2749.456655,0.0,0.142497,0.15906,0.093246,0.019155,0,0,5,6,0,0,9
L-011,low,G-only,0,1,5214.765,1465,0,0.5,0.19,0,1,0,1,5195.515594,0.597301,5194.918293,0.0,0.155245,0.204148,0.086776,0.029733,0,0,5,6,0,0,9
L-012,low,G-only,0,1,3198.95,1421,0,0.5,0.1,0,1,0,1,3183.331239,0.841805,3182.489434,0.0,0.164147,0.387704,0.107668,0.031928,0,0,5,6,0,0,9
L-013,low,G-only,0,1,3578.875,1358,0,0.5,0.19,0,1,0,1,3561.781392,0.612103,3561.169289,0.0,0.155756,0.23294,0.104964,0.024875,0,0,5,6,0,0,9
L-014,low,G-only,0,1,8486.269,1421,0,0.5,0.22,0,1,0,1,8472.167315,0.444338,8471.722977,0.0,0.114919,0.174625,0.076731,0.020449,0,0,5,6,0,0,9
L-015,low,G-only,0,1,4853.437,1373,0,0.5,0.22,0,1,0,1,4843.083604,1.028209,4842.055395,0.0,0.140564,0.65256,0.133135,0.024066,0,0,5,6,0,0,9
L-016,low,G-only,0,1,2965.084,1370,0,0.5,0.16,0,1,0,1,2950.002276,0.912249,2949.090027,0.0,0.553868,0.18605,0.086305,0.021153,0,0,5,6,0,0,9
L-017,low,G-only,0,1,2514.975,1264,0,0.5,0.16,0,1,0,1,2503.44959,0.564414,2502.885176,0.0,0.122006,0.190319,0.16411,0.022493,0,0,5,6,0,0,9
L-018,low,G-only,0,1,2376.453,1142,0,0.5,0.19,0,1,0,1,2357.335823,0.364633,2356.97119,0.0,0.106026,0.129811,0.063171,0.016899,0,0,5,6,0,0,9
L-019,low,G-only,0,1,2804.51,1495,0,0.5,0.16,0,1,0,1,2791.420299,0.358711,2791.061588,0.0,0.067546,0.210881,0.033259,0.011547,0,0,5,6,0,0,9
L-020,low,G-only,0,1,5223.036,1411,0,0.5,0.22,0,1,0,1,5212.698692,0.457217,5212.241475,0.0,0.1141,0.179761,0.081438,0.022423,0,0,5,6,0,0,9
L-021,low,G-only,0,1,2945.334,1409,0,0.5,0.16,0,1,0,1,2931.407231,0.430804,2930.976427,0.0,0.125548,0.150669,0.073445,0.021302,0,0,5,6,0,0,9
L-022,low,G-only,0,1,3381.425,1438,0,0.5,0.16,0,1,0,1,3370.054763,0.502685,3369.552078,0.0,0.128431,0.197238,0.078624,0.024025,0,0,5,6,0,0,9
L-023,low,G-only,0,1,4649.095,1376,0,0.5,0.19,0,1,0,1,4632.471358,0.501726,4631.969632,0.0,0.17201,0.160716,0.089269,0.020341,0,0,5,6,0,0,9
L-024,low,G-only,0,1,3023.298,1466,0,0.5,0.19,0,1,0,1,3005.784228,0.689895,3005.094333,0.0,0.234653,0.255862,0.052148,0.062,0,0,5,6,0,0,9
L-025,low,G-only,0,1,3218.486,1489,0,0.5,0.16,0,1,0,1,3199.17196,0.54785,3198.62411,0.0,0.139416,0.222905,0.07565,0.025,0,0,5,6,0,0,9
L-026,low,G-only,0,1,3131.8,1442,0,0.5,0.16,0,1,0,1,3118.56923,0.386157,3118.183073,0.0,0.099046,0.147417,0.073046,0.016756,0,0,5,6,0,0,9
L-027,low,G-only,0,1,3088.432,1366,0,0.5,0.19,0,1,0,1,3074.870926,0.522917,3074.348009,0.0,0.128008,0.244725,0.057746,0.023908,0,0,5,6,0,0,9
L-028,low,G-only,0,1,4251.176,1363,0,0.5,0.16,0,1,0,1,4235.810436,0.436105,4235.374331,0.0,0.11119,0.178392,0.066559,0.020523,0,0,5,6,0,0,9
L-029,low,G-only,0,1,3719.415,1387,0,0.5,0.16,0,1,0,1,3705.586299,0.440543,3705.145756,0.0,0.110195,0.174116,0.078805,0.016125,0,0,5,6,0,0,9
L-030,low,G-only,0,1,3355.669,1307,0,0.5,0.16,0,1,0,1,3337.8643,0.51322,3337.35108,0.0,0.26706,0.126606,0.056192,0.015691,0,0,5,6,0,0,9
L-031,low,G-only,0,1,2963.599,1491,0,0.5,0.19,0,1,0,1,2946.16689,0.413556,2945.753334,0.0,0.113029,0.148788,0.077933,0.019901,0,0,5,6,0,0,9
L-032,low,G-only,0,1,2594.962,1345,0,0.5,0.22,0,1,0,1,2576.088261,0.393154,2575.695107,0.0,0.111742,0.141479,0.068982,0.018977,0,0,5,6,0,0,9
L-033,low,G-only,0,1,2659.514,1293,0,0.5,0.19,0,1,0,1,2646.600933,0.474594,2646.126339,0.0,0.09161,0.261014,0.054222,0.016526,0,0,5,6,0,0,9
L-034,low,G-only,0,1,4623.66,1370,0,0.5,0.19,0,1,0,1,4610.230302,0.566594,4609.663708,0.0,0.12909,0.240493,0.090792,0.024118,0,0,5,6,0,0,9
L-035,low,G-only,0,1,3034.536,1407,0,0.5,0.19,0,1,0,1,3016.473856,0.25289,3016.220966,0.0,0.073017,0.097203,0.036793,0.013196,0,0,5,6,0,0,9
L-036,low,G-only,0,1,5489.969,1483,0,0.5,0.19,0,1,0,1,5472.868642,0.342041,5472.526601,0.0,0.091292,0.132295,0.056602,0.01509,0,0,5,6,0,0,9
L-037,low,G-only,0,1,3147.464,1376,0,0.5,0.19,0,1,0,1,3133.494906,1.083609,3132.411297,0.0,0.150106,0.340821,0.387553,0.107817,0,0,5,6,0,0,9
L-038,low,G-only,0,1,4952.288,1406,0,0.5,0.13,0,1,0,1,4935.195715,0.537937,4934.657778,0.0,0.134557,0.208928,0.084384,0.026718,0,0,5,6,0,0,9
L-039,low,G-only,0,1,2728.866,1367,0,0.5,0.19,0,1,0,1,2714.098446,0.389363,2713.709083,0.0,0.113186,0.142965,0.062542,0.018017,0,0,5,6,0,0,9
L-040,low,G-only,0,1,3209.198,1491,0,0.5,0.22,0,1,0,1,3189.599928,0.30409,3189.295838,0.0,0.079487,0.121579,0.049092,0.012758,0,0,5,6,0,0,9
L-041,low,G-only,0,1,2761.523,1369,0,0.5,0.19,0,1,0,1,2742.041687,0.336625,2741.705062,0.0,0.092576,0.133456,0.050985,0.015704,0,0,5,6,0,0,9
L-042,low,G-only,0,1,3017.646,1211,0,0.5,0.16,0,1,0,1,2998.865135,0.548026,2998.317109,0.0,0.277548,0.137543,0.063754,0.016804,0,0,5,6,0,0,9
L-043,low,G-only,0,1,4558.411,1262,0,0.5,0.19,0,1,0,1,4541.474844,0.413354,4541.06149,0.0,0.107168,0.149359,0.079257,0.020214,0,0,5,6,0,0,9
L-044,low,G-only,0,1,2731.572,1451,0,0.5,0.22,0,1,0,1,2713.83279,0.39651,2713.43628,0.0,0.10715,0.146968,0.067879,0.019569,0,0,5,6,0,0,9
M-000,medium,G-only,0,1,2820.181,1357,1,0.5,0.6625,0,2,0,1,2801.464139,0.401942,2801.062197,0.0,0.099465,0.150401,0.084716,0.017155,0,0,8,6,0,0,14
M-001,medium,G-only,0,1,2971.98,1532,1,0.5,0.625,0,2,0,1,2956.563029,0.434517,2956.128512,0.0,0.097011,0.175999,0.088389,0.017015,0,0,8,6,0,0,14
M-002,medium,G-only,0,1,3373.971,1410,1,0.5,0.625,0,2,0,1,3359.595143,0.652039,3358.943104,0.0,0.333771,0.159104,0.076643,0.021782,0,0,8,6,0,0,14
M-003,medium,G-only,0,1,4985.072,1539,1,0.5,0.6063,0,2,0,1,4969.240357,0.664288,4968.576069,0.0,0.17041,0.244912,0.111924,0.027127,0,0,8,6,0,0,14
M-004,medium,G-only,0,1,3130.699,1462,1,0.5,0.625,0,2,0,1,3118.813399,0.440989,3118.37241,0.0,0.111095,0.149079,0.096572,0.018306,0,0,8,6,0,0,14
M-005,medium,G-only,0,1,2965.83,1404,1,0.5,0.6625,0,2,0,1,2960.905784,0.978851,2959.926933,0.0,0.210713,0.236007,0.123229,0.042843,0,0,8,6,0,0,14
M-006,medium,G-only,0,1,4920.236,1514,1,0.5,0.6438,0,2,0,1,4901.695463,0.658559,4901.036904,0.0,0.169096,0.223695,0.125085,0.031736,0,0,8,6,0,0,14
M-007,medium,G-only,0,1,3212.763,1396,1,0.5,0.625,0,2,0,1,3195.411107,0.486283,3194.924824,0.0,0.130764,0.193713,0.087658,0.018578,0,0,8,6,0,0,14
M-008,medium,G-only,0,1,4255.772,1441,1,0.5,0.625,0,2,0,1,4240.053269,1.171075,4238.882194,0.0,0.17764,0.195106,0.104403,0.027319,0,0,8,6,0,0,14
M-009,medium,G-only,0,1,2928.084,1437,1,0.5,0.6438,0,2,0,1,2909.098186,0.783986,2908.3142,0.0,0.1686,0.342101,0.127354,0.030366,0,0,8,6,0,0,14
M-010,medium,G-only,0,1,4265.193,1519,1,0.5,0.625,0,2,0,1,4246.14283,0.69725,4245.44558,0.0,0.212577,0.235297,0.116719,0.029143,0,0,8,6,0,0,14
M-011,medium,G-only,0,1,3902.904,1482,1,0.5,0.6438,0,2,0,1,3885.463733,0.351769,3885.111964,0.0,0.09486,0.130831,0.063605,0.016096,0,0,8,6,0,0,14
M-012,medium,G-only,0,1,3600.536,1269,1,0.5,0.625,0,2,0,1,3585.139413,0.608164,3584.531249,0.0,0.124815,0.241486,0.119185,0.025609,0,0,8,6,0,0,14
M-013,medium,G-only,0,1,4868.851,1469,1,0.5,0.625,0,2,0,1,4852.363148,0.488761,4851.874387,0.0,0.185653,0.131073,0.069592,0.018817,0,0,8,6,0,0,14
M-014,medium,G-only,0,1,3997.29,1446,1,0.5,0.625,0,2,0,1,3981.145343,0.505763,3980.63958,0.0,0.194086,0.154284,0.082782,0.019729,0,0,8,6,0,0,14
M-015,medium,G-only,0,1,3357.49,1431,1,0.5,0.6063,0,2,0,1,3346.100649,0.39343,3345.707219,0.0,0.10315,0.123272,0.100339,0.019458,0,0,8,6,0,0,14
M-016,medium,G-only,0,1,3120.194,1331,1,0.5,0.6625,0,2,0,1,3108.815782,1.040913,3107.774869,0.0,0.677077,0.16973,0.106777,0.021526,0,0,8,6,0,0,14
M-017,medium,G-only,0,1,4480.131,1475,1,0.5,0.6438,0,2,0,1,4474.68421,1.567585,4473.116625,0.0,0.203046,0.903162,0.266243,0.04051,0,0,8,6,0,0,14
M-018,medium,G-only,0,1,4358.084,1501,1,0.5,0.6438,0,2,0,1,4347.422677,0.442601,4346.980076,0.0,0.099167,0.193079,0.080368,0.017097,0,0,8,6,0,0,14
M-019,medium,G-only,0,1,6666.123,1396,1,0.5,0.625,0,2,0,1,6649.437635,0.737868,6648.699767,0.0,0.158761,0.245104,0.223452,0.026952,0,0,8,6,0,0,14
M-020,medium,G-only,0,1,2947.282,1237,1,0.5,0.6625,0,2,0,1,2941.957587,2.0339,2939.923687,0.0,0.515991,0.823393,0.146526,0.189138,0,0,8,6,0,0,14
M-021,medium,G-only,0,1,5139.304,1453,1,0.5,0.6438,0,2,0,1,5135.906278,1.370622,5134.535656,0.0,0.671831,0.304549,0.119276,0.029601,0,0,8,6,0,0,14
M-022,medium,G-only,0,1,3029.755,1386,1,0.5,0.625,0,2,0,1,3015.103057,0.687453,3014.415604,0.0,0.151858,0.253704,0.14583,0.034122,0,0,8,6,0,0,14
M-023,medium,G-only,0,1,2872.418,1355,1,0.5,0.6625,0,2,0,1,2853.52228,0.451867,2853.070413,0.0,0.118488,0.162276,0.084433,0.020788,0,0,8,6,0,0,14
M-024,medium,G-only,0,1,3876.02,1449,1,0.5,0.6438,0,2,0,1,3861.117629,0.541228,3860.576401,0.0,0.200175,0.170611,0.090263,0.021762,0,0,8,6,0,0,14
M-025,medium,G-only,0,1,3041.518,1356,1,0.5,0.625,0,2,0,1,3025.899202,1.60503,3024.294172,0.0,1.203879,0.218415,0.085847,0.025887,0,0,8,6,0,0,14
M-026,medium,G-only,0,1,2836.794,1410,1,0.5,0.6438,0,2,0,1,2827.416766,1.287971,2826.128795,0.0,0.183972,0.783437,0.184153,0.029534,0,0,8,6,0,0,14
M-027,medium,G-only,0,1,3203.423,1425,1,0.5,0.625,0,2,0,1,3192.627012,0.381945,3192.245067,0.0,0.10108,0.136292,0.077816,0.017144,0,0,8,6,0,0,14
M-028,medium,G-only,0,1,3123.818,1496,1,0.5,0.625,0,2,0,1,3109.839965,0.820961,3109.019004,0.0,0.14221,0.317036,0.166356,0.026753,0,0,8,6,0,0,14
M-029,medium,G-only,0,1,5127.921,1424,1,0.5,0.6625,0,2,0,1,5108.414105,0.473119,5107.940986,0.0,0.105269,0.214275,0.081931,0.01889,0,0,8,6,0,0,14
M-030,medium,G-only,0,1,2748.666,1510,1,0.5,0.625,0,2,0,1,2735.334461,0.431772,2734.902689,0.0,0.103795,0.17547,0.080088,0.019199,0,0,8,6,0,0,14
M-031,medium,G-only,0,1,4410.725,1313,1,0.5,0.5875,0,2,0,1,4391.906875,0.569302,4391.337573,0.0,0.151676,0.201956,0.105846,0.029714,0,0,8,6,0,0,14
M-032,medium,G-only,0,1,2885.824,1517,1,0.5,0.6438,0,2,0,1,2867.584359,0.642617,2866.941742,0.0,0.231152,0.21142,0.100349,0.020251,0,0,8,6,0,0,14
M-033,medium,G-only,0,1,4244.917,1361,1,0.5,0.625,0,2,0,1,4230.273396,1.865899,4228.407497,0.0,1.025788,0.498307,0.148137,0.035552,0,0,8,6,0,0,14
M-034,medium,G-only,0,1,2678.819,1450,1,0.5,0.5875,0,2,0,1,2661.201713,0.309837,2660.891876,0.0,0.095311,0.105858,0.056623,0.013681,0,0,8,6,0,0,14
